user,hike_id
patripoli,a passo lento nelle terre di canossa_44.38_10.28
joe,berschreitung von portiflue riedberg und mmenegg_47.39_7.63
Riosambesi,rocciamelone 3538m pilgerberg in den grajischen alpen_45.19_7.08
Simone86,punta di valdeserta mittelberg e torre geisspfad sud_46.34_8.27
Patrik Dentsch,barfuss von malbun auf sch nberg_47.12_9.59
Poge,pizzo della pieve e grignone_45.97_9.38
rkroebl,berschreitung piz la stretta 3104 m_46.46_10.05
Linard03,jungfrau 4158m via rottalgrat_46.54_7.92
Bergamotte,rundtour um die lobh rner_46.62_7.87
siso,lago di cingino 2250 m e lago di camposecco 2325 m_46.04_8.06
Simone86,altemberg 2 394m ed anello_45.93_8.22
Menek,sul resegone prima della processione_45.86_9.48
Krokus,von boudry ber creux du van nach sainte croix etappe 10 11 jura h henweg_46.95_6.78
rkroebl,s chela dal paradis 2894 m_46.48_9.94
ser59,pizzo strinato dal passo di pila_46.06_10.06
gebre,piz bellavista 3 922m senza vista_46.34_9.94
zar,piz spadolazzo 2722 con antipasto al biv suretta 2753 alla ricerca dell hierba buena_46.49_9.37
Bergfritz,eissee am brennkogel 2640 m_47.09_12.83
alexelzach,bettmergrat eggishorn_46.43_8.09
alexelzach,ssers und inners barrhorn_46.17_7.7
MatthiasG,abseits der wege_47.05_9.76
igor,pizzo penca 3038m_46.48_8.85
maawaa,punta giordani 4046m corno del camoscio 3026m_45.88_7.87
Schneemann,lavtinabach plitschinabach_46.97_9.36
fuemm63,durch die wunderbare charetalp_46.94_8.93
stefi,tour de la tsa 3075 m_45.89_7.43
cappef,lago superiore hendar furggu guriner furka bodmespitz_46.33_8.45
milan,von juf nach bivio incl piz surpar 3078m_46.46_9.61
lila,geburtstag und vertauschte schuhe auf der neuen monte rosa h tte 2883m_45.99_7.78
kardirk,l sener fernerkogel n grat eine herausforderung_47.11_11.13
brown,il nostro pizzo alto 2 512 mt_46.07_9.43
jaschwilli,rund ums obere wiesental mit herzogenhorn und silberberg_47.85_7.99
Max64,pizzo straciugo 2713m e alla ricerca del fantomatico sentiero d20_46.12_8.15
Riosambesi,hoher prijakt 3064m als tagestour_46.92_12.69
morgan,san pietro al monte_45.83_9.33
Riosambesi,rabenkofel 2059m am rande der nockberge_46.86_13.65
alexelzach,monte rosa runde teil 1_46.15_7.99
caco,da chiareggio al rifugio longoni_46.33_9.8
caco,val di mello valle del ferro o della cascata_46.26_9.64
Riosambesi,monte gaviola 3025m ber dem gaviapass_46.34_10.49
Riosambesi,piz umbrail 3033m ab umbrailpass_46.55_10.42
Bertrand,salbit en dauphin travers e des aiguilles de sialouze_44.88_6.41
Curi,steile steine_47.63_11.71
gebre,piz blaisun 3 200m di corsa che piramide_46.6_9.91
lila,rothorn 2998m und bella tola 3025m_46.24_7.63
Kaj,fl ssiger stoss verkehr mit silbernem platten_47.23_9.32
bulbiferum,piz julier_46.48_9.76
lila,becs de bossons 3149m oder 13 shades of violet_46.17_7.54
Castillion,piz languard 3262m_46.48_9.93
Castillion,fuorcla muragl 2891 von la punt_46.53_9.95
igor,grauhorn 3260m_46.52_9
fuemm63,rheinuferweg ii bad zurzach kaiserstuhl_47.58_8.36
Ueli,cima dei cogn 3063 cima rossa 3162 piz piotta 3122_46.45_9.06
lila,sasseneire 3254m_46.13_7.55
leuti,attavyros der h chste gipfel rhodos_36.22_27.86
lila,illhorn 2717m_46.26_7.62
Ueli,gerenhorn 3076m_46.52_8.49
lila,s dost gipfel roc de la vache 2626m ber den pas du chasseur_46.12_7.64
Mueri,rautispitz 2283m via sonnenstube kombiniert drei auf einen streich_47.08_9.02
pizzo1954,finalmente il pegherolo_46.03_9.7
Max64,tamierhorn 3087m_46.41_8.44
tricky,perseidennacht im heidelbeerenfeld_47.12_9.01
CampoTencia,schibenstoll der hitze entflohen_47.17_9.29
Bertrand,travers e de la svan tie j7 ar au camp de base du shkhara depuis ushguli_42.94_43.05
Riosambesi,tiergartenspitze 3064m und schwarzkopf 3002m aus dem langtauferer tal_46.82_10.64
siso,binntalh tte 2269 m via d vero_46.34_8.28
kardirk,gr wechnerkogel ber den o grat_47.2_10.98
Bertrand,travers e de la svan tie j6 iprali ushguli_42.92_42.97
Giaco,macugnaga passo del teodulo_46.04_7.95
Bertrand,travers e de la svan tie j5 adishi iprali_42.97_42.95
madriser,cima di camutsch 2904m premiere_46.45_9.49
kleopatra,ber die flora bohra auf den leonhardstein_47.63_11.72
tignoelino,rothorn da simplon dorf prima cordata per lucia e rot_46.18_8.04
veget,fumadiga finalmente una vetta_46.12_8.67
Stijn,winterl cke p 2820 west ridge_46.77_9.95
Bergamotte,gross ruchen 3138m_46.81_8.7
stefi,pointe de dr ne 2951 m_45.87_7.16
stefi,mont colmet 3023 m_45.72_6.99
gbal,pizzo di claro una bella e fresca giornata in compagnia_46.29_9.07
Bombo,haldi rundtour griggeler b lmeten hoch fulen_46.85_8.69
SCM,gipfelsammeln im liechtenstein_47.09_9.6
fuemm63,muragl modul 4 segantinih tte_46.51_9.91
Riosambesi,aiguille pers 3386m ber dem col de l iseran_45.43_7.05
Riosambesi,hinterer grieskogel 3109m im ramolkamm_46.89_11.02
maawaa,widdergalm 2174m_46.64_7.35
ser59,colle zambla capanna 2000 seguendo gto_45.91_9.81
ser59,zuccone dei campelli_45.97_9.51
Max64,bec costazza 3092m valle di champorcher_45.6_7.53
carpintero,altmann via s dkamin n dliger und j chli_47.22_9.36
Poge,corno bianco_45.81_7.91
Chiemgauer,von der hocheisspitze 2523m zum kammerlinghorn 2484m b riger grat_47.58_12.83
beppe,monte avril mt 3347_45.89_7.33
siso,bocchetta di val maggia 2635 m_46.46_8.46
kardirk,vogelkarspitze via vogelkarscharte eine gro e karwendelbergfahrt_47.46_11.42
Linard03,piz chalchagn 3154m_46.47_9.92
fuemm63,muragl modul 3 lej muragl_46.52_9.92
Alberto,bivacco umberto rosaire e mauro clermont m 2705 ao giornata speciale_45.81_7.47
fuemm63,muragl modul 2 val muragl_46.51_9.9
haro63,gantrisch tour_46.71_7.43
Krokus,vorfreude auf den spitzmeilen_47.05_9.24
zar,pizzo emet 3209_46.46_9.39
cristina,mont avic 3006m e mont iverta 2936 m_45.66_7.58
fuemm63,muragl modul 1 tegia muragl_46.51_9.89
Giaco,cascata fermona_45.94_8.78
Menek,un laghetto di mare in montagna sogno o son desto_45.98_10.4
Bertrand,caucase de g orgie travers e de la svan tie j1 camp de base de l ushba_43.1_42.6
Gabri,pizzo quadro 3015m bello bello e con suni un quadro perfetto_46.4_9.32
Stijn,ofentalhorn and spechhorn_46.03_7.98
Fico,adrenalinrausch in engelberg klettersteig f renwand_46.81_8.45
pame,conival 987m und ben more assynt 998m_58.14_-4.92
veget,alpe forno inf una prima anche per me_46.34_8.29
stefi,rothorn 3155 m_45.84_7.8
Giaco,traversata monte lema monte tamaro_46.07_8.84
fuemm63,rheinuferweg i eglisau kaiserstuhl_47.57_8.47
Max64,tschawinerhorn 2496m irgilihorn 2458m_46.15_8.16
carpintero,s ntis via b segg_47.25_9.35
CampoTencia,muttsee kistenpass_46.89_9
morgan,capanna margherita 4554m_45.91_7.86
Schneemann,rote wand 2704m bike hike mit schwierigkeiten_47.2_9.89
Patrik Dentsch,liechtenstein von der sch nsten seite sareis augstenberg pf lzerh tte val na steg_47.09_9.6
morgan,attorno al ritom val leventina_46.54_8.69
Garuda,piz grevasalvas 2932m via s dwestgrat_46.42_9.68
itulanda,piz aul 3121_46.63_9.14
justus,rautispitz nordwest tros und wiggis nord_47.08_9.02
Linard03,piz buin 3312m_46.85_10.07
Menek,bivacco cai macherio 2590 mt sul sentiero della grande guerra_46.02_10.4
fuemm63,piz beverin requiem f r lasca_46.64_9.36
cappef,pizzo del rovale 2456 m_46.17_8.2
Fico,glarus aus der vogelperspektive vorder gl rnisch 2327 m_47.03_9.02
Linard03,piz la stretta 3104m monte garone 3030m_46.51_9.99
pame,blaven bla bheinn 928m mit clach glas ueberschreitung_57.22_-6.07
cristina,un tranquillo week end valdostano parte prima becca di nona 3142 m_45.68_7.34
cristina,un tranquillo week end valdostano parte seconda tete blanche de by 3413 m_45.89_7.3
Kaj,hitzeflucht in die kolbingerh hle_48.04_8.93
veget,lago di mognola piacevole ritorno_46.44_8.68
Linard03,spinas la punt_46.57_9.89
SCM,from sea to sky pilatus by fair means_46.98_8.28
giorgio59m,cima della bianca 2893mt una bella rivincita_46.57_8.88
Alberto C.,un trekking nelle zillertaler alpen_47.07_11.82
beppu,unter tatelishorn 2497 m ober tatelishorn 2962 m_46.45_7.66
quacamozza,mindelheimer grat kemptner scharte angererkopf_47.31_10.18
Simone86,capanna albigna 2 340m piz dal pal 2 618m_46.34_9.65
Schneemann,spitzmeilen 2501m und wissmilen 2483m_47.04_9.26
igor,tentativo gerenhorn quota 3033m_46.51_8.49
quacamozza,kalbleggspitze von hinterstein_47.45_10.45
Linard03,piz d agnel 3204m tschima da flix 3301m_46.52_9.67
quacamozza,krummenbacher berg schranzschrofen und tatzenriesk pfl kleine gupfe im vilstal_47.53_10.42
siso,poncione di tremorgio 2669 m_46.48_8.71
cristina,l altissima hohe wilde 3480 m_46.75_10.98
Riosambesi,la varella 3055m im naturpark fanes dolomiten_46.57_11.99
Fico,altmann ostgrat mit berraschungen_47.22_9.34
Pfaelzer,ochsehorn 2912m_46.24_7.92
ser59,cime timogno benfit omini valscura ferrante ferrantino verde_45.95_10.01
Poge,cima tosa dolomiti di brenta_46.15_10.92
Daniele,una grignetta fuori stagione_45.92_9.37
Krokus,ageteplatte_47.27_9.4
Francesco,sentiero dei fiori corno di lago scuro 3166 m cima payer 3056 m punta di segnale 3032m_46.23_10.58
carpintero,s chsmoor_47.07_9.24
Luca & Rita,punta martin in una giornata molto calda_44.47_8.79
Simone86,pizzo valgrande di vall 2 529m_46.24_8.16
aBart,m nchsjochh tte_46.55_8
siso,pfitscherjochhaus rifugio passo di vizze 2276 m_47.02_11.68
RenatoR,punta della rossa salita dalla via degli svizzeri e discesa dalla normale italiana_46.33_8.25
Poge,pizzo del corvo versione 2 0_46.56_8.88
veget,tra due passi un corno griespass capanna corno p so san giacomo_46.44_8.41
Alberto C.,passo di campolungo m 2318 e capanna leit m 2257 anello_46.47_8.72
Menek,vigna vaga m ferrante e ferrantino tris di cime nel cuore delle orobie_45.98_10.04
milan,hundstein 2157m und stauberenkanzel 1860m_47.27_9.43
Gio59,mount zas_37.04_25.5
ser59,corno baitone m 3331_46.15_10.43
beppu,jegertosse 2155 m_46.48_7.68
siso,greizer h tte 2227 m dav_47.07_11.86
Snowfinchen,gro e rudoka h chster berg des kosovo besteigung aus dem kosovo_41.94_20.74
quacamozza,iseler klettersteig und schl fkopf_47.5_10.42
Snowfinchen,maja e rosit besteigung der nr 3 montenegros aus dem valbonetal albanien_42.47_19.88
maawaa,hundstein 2157m_47.27_9.43
patripoli,a volte ritornano i tre pizzi_45.97_9.79
Geissbock,tschaggunser mittagsspitze vom gauertal aus_47.06_9.88
Geissbock,gei spitze vom gauertal_47.05_9.85
Riosambesi,nockspitze 3006m in den s dlichen tztaler alpen_46.84_10.67
tricky,gamsberg on the edge_47.13_9.35
carpintero,altenalpt rm und hrli_47.27_9.37
laponia41,some like it hot seniorenwanderung am hallwilersee_47.28_8.2
Riosambesi,wei horn 2318m ab dem jochgrimm ber den neuen steig_46.35_11.45
Riosambesi,pointe de l observatoire 3015m im nationalpark der vanoise_45.27_6.7
siso,kasseler h tte 2177 m dav_47.06_11.94
Riosambesi,petit mont cenis 3162m in der haute maurienne_45.23_6.88
CampoTencia,leistchamm und fliegen auf dem fl genspitz_47.15_9.19
cappef,pizzo di nara 2231 m_46.48_8.85
jaschwilli,5 gipfel rund um den hinterwaldkopf_47.92_8.03
ser59,passo angeloga_46.4_9.39
Max64,plutone plutone io vado sul giove_46.37_8.38
giorgio59m,rifugio cantina vecchia sempre nel molto wild 1o giorno_46.4_8.84
giorgio59m,2o giorno della notte bianca della girovagando tentativo fallito cima tentativo risotto riuscito_46.4_8.83
cristina,monviso double face punta michelis punta dante viso mozzo punta udine e punta venezia_44.64_7.09
caco,valle dei laghi_46.24_10.04
laponia41,gsponeri und finileri w sserwasser vom mattwaldgletscher_46.2_7.93
Fico,zermatter breithorn 4164 m mit akklimatisation_46_7.75
SCM,alvier 2342 m_47.1_9.42
SCM,triftbr cke und windeggh tte_46.7_8.35
ser59,pizzo coca cresta est_46.06_10.02
caco,rifugio donati e lago di reguzzo_46.12_9.97
stefi,mont dzalou 3006 m_45.88_7.47
tanuki,scacco al resegone con l aiuto della carlotta_45.86_9.46
itulanda,piz cazirauns_46.67_8.92
cappef,pizzo del corno 2280 m e pizzo della forcola 2265 m_46.19_8.46
quacamozza,gaishorn und rauhhorn ber den gerenkopf_47.47_10.44
Francesco,monte adamello 3539 m dalla via terzulli_46.14_10.46
ser59,punta isabella_46.06_10.01
passiun_ch,folluhorn f lhorn zwei gipfel hoch ber m rhonetal_46.31_8.06
passiun_ch,wannehorn 2669 m via furgge und gratweg_46.2_7.87
milan,gurtisspitze 1778m z washeilspitz 1778m ber m walgau_47.18_9.63
Sky,mammutrail 12h_45.71_7.87
CampoTencia,gufelstock schwarzst ckli schilt_47.03_9.13
poudrieres,ber den vanil carr zum gros perr_46.51_7.12
tignoelino,pizzo bianco m 3215 macugnaga_45.95_7.93
Riosambesi,dreieckspitze 3031m und b renluegspitze 2960m in der rieserferner gruppe_46.96_12.1
Menek,altro che gran sasso un corno grande 2912 mt_42.46_13.56
kardirk,hauserspitze 2855m m hsehlig aber aussichtsreich_47.11_11.78
jaschwilli,auf den mulhacen mit langem aufstieg_37_-3.33
jaschwilli,engelberger rotstock mit viiieeelen h henmetern_46.87_8.46
Yeti69,marchspitze 2609m s dgrat mit hermann s spitz und turm_47.3_10.4
cai56,pizzo di gino_46.14_9.15
quacamozza,leilachspitze berschreitung und luchsk pfe_47.47_10.56
Max64,cima della vacca 3183m diga del serr_45.46_7.12
pepe66,paliis nideri und anschliessend schn erliweg untersch tzt_47.15_9.28
Linard03,wildhuser schafberg 2373m_47.22_9.36
ser59,corno di sardegnana_46.01_9.81
Krokus,naafkopf der hitze entronnen_47.08_9.61
Luca & Rita,monte armelio_44.8_9.47
carpintero,gampl t bis rotsteinpass_47.23_9.35
carpintero,rotsteinpass bis wasserauen_47.26_9.4
cristina,trumser no gamsegg 2921 m val senales_46.69_10.89
Kaj,chammhalde ohne h enerberg_47.25_9.33
giorgio59m,il nostro sasso canale 2411mt_46.21_9.37
Gabri,alta luce hochlicht 3184 m un bel balcone rosa_45.87_7.83
ser59,monte s primo_45.92_9.22
Stijn,vrenelisg rtli guppengrat_47_8.99
veget,goglio alpe devero lago nero val buscagna_46.31_8.25
laponia41,panoramawanderung hoch ber dem thunersee_46.73_7.82
Max64,pizzo emet piz timun 3210m montespluga_46.47_9.38
Bergamotte,b lmeten 2416m via schn er_46.83_8.68
beppu,first 2548 m_46.51_7.64
Riosambesi,habart 2294m ber der hahntennjoch stra e_47.29_10.62
notausgang,rund um die chrindelspitza_46.45_7.85
Sky,fanellhorn 3124 m la rivincita_46.54_9.17
Giaco,p cian_46.51_8.77
Giaco,laghetto campolungo_46.46_8.75
Poge,corona di redorta_46.36_8.76
Curi,kofel rappenk pfe brunnberg_47.59_11.04
gstuermer,sch nverwallkopf mitterspitze und vollandspitze 2928 m_47.02_10.17
Poge,pizzo del becco_46.01_9.81
CampoTencia,blumenpracht auf dem chreialpfirst_47.22_9.38
cai56,monte bassetta_46.19_9.48
Stijn,piz mitgel senda verticale_46.61_9.63
cappef,laggin biwak 2428 m sempione_46.18_8.05
Gherard,nach dem gewitter doch noch auf den galgenstangenkopf_47.52_11.42
pboehi,via chammhaldenroute und girenspitz auf den s ntis_47.25_9.33
Bertrand,grande lui voie normale de l a neuve alpinisme familial_45.94_7.07
carpintero,marwees via gloggeren nadle und hundstein_47.27_9.43
patripoli,hasta appennino siempre_44.56_9.5
tricky,bike and hike zum vreneli via guppengrat_47.07_9.05
cappef,monte larone 2237 m_46.21_8.35
Poge,pizzo bombogn_46.3_8.48
Riosambesi,monte focalone 2676m bergtour mit meerblick_42.13_14.12
morgan,sewenhutte 2150m meiental_46.74_8.52
quacamozza,schnurschrofen und ro berg_47.49_10.5
Stijn,oberbauenstock and schwalmis ostgrat arengrat_46.93_8.51
joe,mittagg pfi gnepfstein_46.98_8.21
Stijn,le mol son via ferrata du pilier teysachaux_46.55_7.01
Barba43,the maraton walley_46_9.49
Bombo,galenstock 3586m via se sporn_46.6_8.42
proralba,poncione d alnasca 2 301 m splendida val verzasca_46.3_8.81
gebre,giro del sassolungo e sassopiatto che spettacolo le dolomiti_46.52_11.73
Poge,cima di b punta del manzo punta del cavrile avventura sulle creste del biellese_45.69_7.99
SCM,auf den spuren des lgt marathons_47.15_9.55
Francesco,monte cardinello per il canale s e 2520_46.2_9.19
Stijn,grosser mythen schafweg rot gr tli at sunset_47.03_8.69
siso,carecchio 1299 m_46.26_8.87
milan,kleiner patteriol 2590m weglos und spannend_47.06_10.19
Kaj,schofberg ab wildhus_47.22_9.35
gero,seekofel 2810m gametzalpenkopf 2594m ro kopf 2559m gipfelsammeln im sennesgebiet_46.67_12.11
Max64,seehorn 2439m_46.18_8.09
patripoli,camosci e nuvole al rifugio benigni_46.03_9.57
quacamozza,geierk pfle berschreitung_47.47_10.51
Bergamotte,berschreitung pilatuskette_46.97_8.23
Chiemgauer,predigtstuhl nordkante angeblich ausgesetzteste iii bis iv in den nordalpen_47.58_12.32
patripoli,sympathy for the devil_46.13_10.03
Krokus,rigi ch nzeli_47.04_8.45
Linard03,magli 2386m eine regenwanderung_43.29_18.74
CampoTencia,gridone im nebel_46.12_8.68
Schneemann,schesaplana 2964m stolz des r tikons_47.06_9.74
Angelo & Ele,ferrata san salvatore in ottima compagnia_45.98_8.95
Riosambesi,glockhauser 3021m in den s dlichen tztaler apen_46.85_10.66
ser59,piz murtel piz corvatsch_46.43_9.82
pame,beinn dearg 1084m nur 2 statt 4 munros_57.8_-4.98
Stijn,vitznauerstock gersauerstock_47.01_8.5
paolo aaeabe,cardinello quattro stagioni 2520 m_46.2_9.19
Riosambesi,zanggenberg 2488m am rand der dolomiten_46.35_11.5
cristina,monte legnone 2606 m_46.07_9.42
cristina,monte pradella 2626 m_45.98_9.87
morgan,laghi di chiera 2361m val leventina_46.51_8.77
RocRaf74,impegnativa salita al pizzo porola_46.06_10
Bertrand,le troubayet voie kalinka_46.09_7.12
stefi,colma di mombarone 2369 m_45.58_7.92
Menek,finalmente un bel cimone della bagozza_46.02_10.24
Bertrand,boucle des 3 bisses entre val d h rens et val de nendaz trailrun_46.19_7.36
Andy84,berschreitung leilachspitze 2274m und luchsk pfe 2180m_47.45_10.57
Peti,old man of storr_57.56_-6.22
siso,monte generoso 1701 m_45.93_9.03
Francesco,becca di nona 3142 m_45.69_7.34
mp2012,steinplatte grie bachklamm leuchtspektakel_47.57_12.5
tanuki,come farsi regalare un anello in 10 mosse_45.84_9.45
giorgio59m,pizzo ricuca 2279mt una magnifica sfida vinta_46.33_8.94
Bergamotte,berschreitung dejenstock 2021m_47.04_8.99
beppu,immer unter dem nebel durch rundwanderung oberhalb fl hli lu_46.88_8.08
pboehi,marwees und freiheit_47.27_9.41
ser59,pizzo trubinasca m 2918_46.26_9.52
grandemago,zas monte zeus sul tetto delle cicladi_37.04_25.5
Sky,piz moesola cima ne 2904 m_46.5_9.16
caco,alpe lagazzuolo_46.3_9.83
veget,cima e lago di ravinella_45.94_8.24
cappef,la piota 1925 m_46.07_8.55
cappef,mont orfano 794 m_45.94_8.45
Gherard,sch nfeldjoch von ursprung_47.6_11.99
joe,balmfluech pfli im aufstieg via hornweg und abstieg via clubw gli_47.24_7.53
Alberto C.,monte grona m 1736 parzialmente per la ferrata del centenario c a o_46.06_9.22
Riosambesi,schoberriegel 2208m und gruft 2232m ber der turracherh he_46.91_13.89
Riosambesi,wolfendorn 2775m ber dem brenner_46.97_11.54
Kaj,runde um den seealpsee_47.27_9.39
laponia41,wanderwoche im vinschgau von pl tschernden waalen und feurigen lilien_46.65_11.07
Bombo,kreuzberg iii 2020m und iv 2059m_47.25_9.44
cai56,rifugio ponti mountain running_46.23_9.69
Francesco,anello monte ventasso 1727 m_44.39_10.3
quacamozza,fellhornkamm_47.36_10.22
Andy84,vom mittag zum hochh derich die gro e nagelfluh berschreitung_47.52_10.11
joe,stockberg_47.22_9.23
Riosambesi,monte costabella 2053m ber dem gardasee_45.68_10.8
Poge,pizzo d oca e cravedosso appenino parmense_44.61_9.78
Bombo,fluebrig trilogie w ndlispitz turner diethelm_47.06_8.87
poudrieres,von montalchez zur cabane perrenoud_46.92_6.74
cristina,pizzo di ormea 2476 m tra mosche e affini_44.15_7.86
cristina,bric conoia 2521m rotondo 2485 m revelli 2486 m e mongioie 2630 m_44.16_7.79
fuemm63,jurapark ii sonnenuntergang am laubberg mit paraglidern_47.54_8.14
Urs,freiheit_47.27_9.43
Bergamotte,rundtour widderfeld stock 2351m_46.84_8.34
Menek,se la meteo mi provoca gli mostro la ciapa liscia_44.56_9.49
fuemm63,jurapark i von mettau nach mandach_47.56_8.16
quacamozza,seekopf und urfallk pfle ein wiesen und ein waldgupf in den westlichen tannheimern_47.53_10.54
Stijn,hochm ttli_47.06_9.17
mountainrescue,high noon am pr bichl aber nicht mit mir_47.53_14.97
Schneemann,biberkopf 2599 m s dlichster gipfel deutschlands_47.27_10.22
fuemm63,fr hling auf dem monte br_46.02_8.99
gero,winterstaude 1877 m westseitiger anstieg von bezau_47.39_9.95
fuemm63,in der eisgalerie ob braunwald_46.95_8.99
Poge,cima lari_46.14_8.26
paolo aaeabe,monte dei pizzoni 1303 m_46.03_9.09
detlefpalm,getz ternell hill_50.59_6.12
quacamozza,gimpi und sch fer unbekanntes im tannheimer tal_47.49_10.62
micaela,rot la mia prima bocchetta di san antonio 1841 m valle vigezzo_46.15_8.55
Riosambesi,karspitze 2516m ber brixen_46.76_11.58
joe,berschreitung des geissachergrat_47.33_7.71
Menek,svaccatamente felici alla baita cassinelli e puntatina al biv citt di clusone_45.94_10.08
Poge,pizzo medaro pizzo di madei_46.2_8.46
detlefpalm,auf der moor route zum kranzbruch_50.6_6.27
detlefpalm,schwalmbach und d ppeskaul_50.5_6.27
boerscht,hochh derich hochgrat halbe nagelfluh berschreitung_47.49_10.05
morgan,strada delle 52 gallerie pasubio_45.78_11.2
Bergamotte,l tispitz 1987m st llen 1967m schwarzchopf 1949m_47.22_9.29
ivanbutti,monte dur a miseria che calur a_46.19_9.27
SCM,halbtages wanderung zum schwarzen und gr nen see_46.88_10.49
cristina,libro aperto 1937 m_44.16_10.72
quacamozza,k hgundr cken und iseler von schattwald_47.51_10.43
Poge,trekking in val maira percorsi occitani alti_44.52_7.14
Gherard,rouwas und agios ioannis_35.15_24.91
Gherard,far ggi kallikr ti kalikratesschlucht_35.22_24.24
jaschwilli,prado llano 2578m ein kleiner gipfel in der sierra nevada_36.97_-3.33
Chiemgauer,schafberg 1782m t rlspitz 1589m und vormauerstein 1450m 9 x seenrunde_47.75_13.47
Gherard,imbrosschlucht_35.23_24.17
ser59,m segade_46.04_9.64
Gherard,kalikratisschlucht_35.22_24.24
Kaj,2t gige nagelfluhrunde 2 tag_47.49_10.07
cristina,anello al monte cusna 2120 m_44.26_10.42
cristina,corno alle scale 1945 m_44.16_10.79
Curi,aggenstein und breitenberg_47.55_10.55
poudrieres,sigriswilgrat ber die sch rizflue zum burst_46.76_7.8
milan,vorder goggeien 1631m mittler goggeien 1656m ber den nordgrat_47.19_9.21
ser59,corna trentapassi m guglielmo da toline_45.77_10.12
Riosambesi,matatzspitze 2172m im passeiertal_46.8_11.21
Urs,altmann_47.23_9.34
Riosambesi,schmittenstein 1695m und schlenken 1649m in der osterhorngruppe bei salzburg_47.68_13.22
Riosambesi,bleisspitze 2109m ber stanzach im lechtal_47.39_10.59
gmonty,val bavona par ula 1954 m per la via di sinistra_46.36_8.62
carpintero,kreuzberg iv und iii_47.23_9.4
monigau,von braunwald zum oberblegisee_46.96_9.01
monigau,ber steineberg und stuiben hinunter ins steigbachtal_47.54_10.19
Bergamotte,biwak kleiner mythen 1811m w aufstieg griggeli_47.05_8.68
Giaco,viamala_46.67_9.45
NrcSlv,alta via dei parchi da passo cerreto a passo cisa e pontremoli_44.39_10.05
kardirk,d rrmiesing berschreitung o w latschenkampf vom feinsten_47.67_11.95
micaela,colmine di crevola 1700 m_46.21_8.29
D!nu,um den sempachersee mit eichberg_47.13_8.19
Chiemgauer,l rchegg 2123m aus dem n rdlichen griesschartl kleinkaiser 2039m und mitterkaiser 2011m_47.57_12.34
Massimo,vai di sega cresta integrale del resegone sud nord_45.86_9.45
boerscht,kamor 1751m hoher kasten 1794m und s mtisersee_47.29_9.48
D!nu,werthenstein_47.05_8.1
mountainrescue,der sommer ist da oder schwei treibender aufstieg auf die me nerin_47.55_15.08
Bombo,wyss w ndli grosser mythen 1898m_47.03_8.69
Stijn,ch emettler at sunset_47.19_9.1
CampoTencia,blumenpracht auf alp sigel_47.28_9.44
Chiemgauer,rinnkogel 1823m ein guter start in den tag_47.67_13.47
Chiemgauer,scharfen 1828m und braunedlkogel 1894m die vollendung eines tages_47.66_13.45
Max64,cima marsicce 2135m cimone di cortechiuso 2183m_46.08_8.48
Kaj,2t gige nagelfluhrunde 1 tag_47.48_10.03
stefi,t te de crevacol 2612 m_45.83_7.15
caco,trek du verdon_43.79_6.38
aBart,drei tage jurah henweg etappen 5 6 7_47.27_7.6
Lebowski1,resegone dalla strada per morterone_45.87_9.47
stefi,mont de l ne 2443 m_45.67_7.15
gbal,una splendida giornata con due cari amici lungo il versante est del campo dei fiori_45.88_8.79
SCM,stanserhorn 1898m_46.94_8.35
tignoelino,scheggia di marsasca solcio_46.24_8.27
tignoelino,giro esplorativo in val formazza_46.33_8.42
maksay,lac d emosson to lac de salanfe_46.11_6.97
Stijn,sibe h ngste_46.77_7.83
Massimo,monte rotondo_46.06_9.47
Bergamotte,gr fimattstand 2050m vom melchtal ins engelbergertal_46.87_8.33
Urs,wagenl ckenspitze_47.27_9.39
Poge,cima d aspra cimetta e gaggio_46.23_8.99
tricky,gleiterspitz mit bike_47.19_9.07
Max64,alpe cortenero valle anzasca_45.98_8.05
detlefpalm,durchs hohe venn nach baraque michel_50.52_6.13
ser59,giro della valle imagna sent 571_45.81_9.54
Max,pico del tajo de los machos 3088 m und cerillo redondo 3056 m_36.99_-3.41
justus,via h chlengrat auf den h chlenstock 2316m schafleger 2024m_47.02_9.11
milan,schesaplana abbruch auf 2750m_47.05_9.73
mountainrescue,spaziergang einmal anders unterwegs am grete klinger steig_47.48_14.97
tignoelino,pizzo della sella bell anello in val cairasca_46.26_8.21
Bombo,rigi die unbekannte 1798m_47.06_8.49
Riosambesi,gennerhorn 1735m_47.68_13.31
bepi77,giro del monte tesoro da carenno_45.81_9.48
cai56,dal passo del cammello al passo del lupo_45.88_9.44
gebre,ritorno in capanna cresta della giumenta e pizzo magnodeno_45.84_9.45
detlefpalm,steeped in history mtskheta and uplistsikhe_41.97_44.21
detlefpalm,die bank am holderbach_50.54_6.29
Curi,staffellauf am pfingstmontag_47.59_11.48
Max64,cima scaravini 2117m monte massone 2161m_45.93_8.33
gebre,1 2 cornizzolo e monte rai di corsa_45.83_9.32
gebre,giro veloce al crotto piazzaga purtroppo senza mangiare i pizzoccheri_45.83_9.12
Luca & Rita,5 terre anello monterosso santuario della madonna di soviore p ta mesco monterosso_44.15_9.65
Luca & Rita,5 terre anello monterosso vernazza santuario madonna di reggio santuario madonna di soviore mon_44.15_9.67
Francesco,pizzo morisci i 2065 m_46.28_8.7
grandemago,per alpeggi solivi in val di fraina_46.06_9.46
